(7761660985936221531, -7222264722079273217)
(6560647663982775475, -7762997476518425430)
(-8461526382392290947, 6155064029616772072)
(370176394335392486, -3144886040954780435)
(8262456942598858438, 8613077578632794807)
(9007886720827709129, -5285646524914678231)
(4460660523986158532, 7756792235745945198)
(5167657690823981879, -8349473652525710139)
(6640964627954581595, -3719686603019034317)
(1521784335195937810, -3588317344174564322)
(-6159866332871167566, -5715416855928030845)
(4251056564351126855, -8559475934951062641)
(-4913687070534858233, -2061617893110268602)
(5832554656582074159, -879762673083589256)
(6770553493989991217, -8585239513066939829)
(758528304297839246, -3953732271807759553)
(4801442007930220430, 2627936130551748186)
(-3793741806658492533, 3251122328434720019)
(2390269096573889407, 8340620954197337837)
(-2942774191325634821, 1733648583628949730)
(2616848819083087542, 3300903116412236643)
(4328418519131214777, -3973976347522284074)
(-2609745309466808596, -8491458408590124674)
(-3630312166924609235, 2519480510163880287)
(2020471950656858061, -6048967561201303994)
(-939238598332370246, -139948159249201262)
(4931809722592358058, -8013539579861493356)
(-4567531675606651375, 7382263697498530169)
(5971131762527068521, 4399644590288067391)
(7687950399850700192, -3740127226228718792)
(-4054403443211927297, -1000291848457783614)
(3985585239015035824, 8145113342014772702)
(-8033601473581350202, -3025682321099396747)
(-8159518477871693951, 4251872876011754972)
(-7706563252686299021, -4455629195359174696)
(8381988721000116659, 3198883539026912148)
(-3957743852676158696, -4771097296531199214)
(-7520170531239553625, 1586541917845810555)
(-6769803521997841657, 1557982586536783908)
(-5449345072753787, 6259355430906816681)
(5320734860998601977, -3536152923908466976)
(6642607782800071232, 1282115619829506333)
(-3957469648328219037, -3522323995825758489)
(3073244066034827040, -4095694789222756579)
(1671619580862564261, -6691219594515646032)
(8522621244338748625, 5665545479725220682)
(-7110085979647716992, -1539748649058587194)
(-3042221475174106351, -7779531277716212588)
(7907966520565769781, 335961888456706319)
(-5442158020259001348, 3097927041347800009)
(-6337691728806915885, 4031560314532026082)
(5374243952118029675, 3754658001124152230)
(8908956964863560469, 6666952756118684954)
(-1205505589165261415, 8895352159469175474)
(4987798834218358770, -6098480952939230017)
(5089167676675776000, -1689535577832738193)
(3694508090961309019, -5382974317757967835)
(-3922780095059581112, 7701190737060429603)
(-6451070909633297243, -1845505866107272933)
(-110483569790151402, -7058939947924642829)
(-2278516714873650508, -8634469806505470217)
(-6642457096304513273, -1401145887704421720)
(8842660312848128455, 3801924819110605767)
(2260469081898483424, 5129495947587890301)
(5333959123655422053, -8526753605026081566)
(-6846401359468527968, 174009664398857560)
(-6168631879420540493, 964490278763796583)
(-7108873000991360653, -8057583832881787321)
(-6651766023703581923, 8254988529173306724)
(-8528419251707422597, -2248751815826833383)
(-74992662372075919, -5363966038264739797)
(-3953822198301846801, 3191692117155138415)
(2153328087839906640, -8101436674213068911)
(-7650147775089070390, 9101034050645337976)
(-2118922730989429568, 5246043113365676535)
(-8181209586046932932, 4672591240236021004)
(6170272858410957426, -3959707175675304534)
(3540622322513102761, 1061630129441280178)
(-8625422449149075837, -2554659069078455593)
(1373646743136984229, -4324699984783427825)
(4861742674224760685, 1958654163568245472)
(2875810233738934438, -3980421449105640387)
(3642310818347869780, -7854208345580041838)
(731732236473027478, -5394280166050853244)
(4176370423020563430, 7937592258808886611)
(8968400812438300315, 5781664079096912252)
(8402905083370108609, 1977630747163821069)
(193011878125230463, -2168215439258981085)
(7821898526326115580, 4889617994064041315)
(6805519063972877010, -1368572316987554864)
(7160919045118828700, 9050267357358591833)
(-6286980724380414015, -8960661931350560260)
(3049218169253960000, 3433667232952068859)
(-1684715975548961861, -1362238179904120961)
(-3711277673312360114, 2307080662005403326)
(6404608502979473807, -4221758408792746781)
(-7918259197359577351, -6058301423513171285)
(-6848976670920113409, 8981305746303201734)
(1475475754471444344, -28514207334533253)
(1002594844601735861, -737264833251456305)
(-252500549015998032, -1957630154067326978)
(-4627063871501056645, -4255639119221064483)
(-7444503540683745326, -2162340875161205465)
(2550591713678368943, -7993824616242290793)
(-7055150377610349081, -1910735472446941722)
(-903752991078660213, -3113664288187760419)
(2596345806901003058, 8924655157047916755)
(5469768121709780076, 5079353525841635500)
(-7690319182831722985, -7979850335539506105)
(9075108030771287518, -4299153409394498990)
(-623007468608538732, 176613253055577903)
(-3589844527141390865, -6480804149603689129)
(-2668205649386531263, 7696988075223486611)
(3217427683910599371, -4498404109127282941)
(4817464938839651978, -633260008432537393)
(-4659569087172872505, -8188492813169422864)
(-7199032380133360964, 8895041534422908926)
(-6922322977704339764, 3866108832049152524)
(-3723743121607094119, -3357438392951203683)
(2304542559155945513, -2388971406156727189)
(1301380252692684688, -4202689484118440649)
(-8641598515873163425, -6914967216269567647)
(-3888208921786080920, -684655692163033509)
(6698638253398122481, -810101786033191122)
(-8235491562581721631, 3361574576563976292)
(1491985103204395188, 4081163834525146499)
(-5704884258452644180, -7378911015928706604)
(8398104779171804207, 7874233633310027711)
(-3179162238730130046, -2151768028286693772)
(-277312094479454140, 1048697431346617289)
(1948490839031216439, -3869128946933704910)
(-7828150991240768746, 7528698180931866818)
(7255128392533587544, -8956430718438099210)
(8369420061006891018, 720719682363732933)
(-4077666391178879008, -6645849835542266529)
(-7179757424499622424, -6984636548614741427)
(-2018088330972159289, -1853845593365397598)
(-7429782040422473890, 1493090991914710651)
(9075313135376110569, 2260834677050456666)
(-4358948885795748215, 8770877908661490023)
(-790141424094182183, 6182639586517115758)
(-2335784588309492132, 4116039267955157584)
(-2299528646638087942, 8932096764473133434)
(-482737127092501625, -4401976392993721382)
(7450558963119910212, -5819242700762158128)
(230748448569978529, 3807508848574045467)
(5205818879305967920, -6721274499073374745)
(-6418839731886117905, 8181408936795732854)
(-1261714820734716906, 2534989374314526278)
(8969219120676252571, 7400269656127197842)
(6043745126649946317, -2678119730086073375)
(3424580596422741038, 1219550958535861875)
(-3886377095700281190, 2453448386430218054)
(4656027248626789039, -843655314654145801)
(3010396476136594656, 1007953423363382669)
(3368755159348917471, 107629663406541689)
(4793119154644125879, -2551675351616535612)
(-7167217687420053919, -5130989258709035710)
(170037984433051861, -2939411157783192657)
(-9217339664331644922, 1342614472021579217)
(-936463355683099961, -5242706625791958929)
(-5241707149604061796, -3561498785639969247)
(-1601186855351826887, 3980721394740574686)
(-4124884004135713373, -2134256249341705132)
(-146534006668198903, -8676967663676654203)
(-5063002235988646880, -6534603707132402418)
(-2403631960112879684, 8783017453658177520)
(-7840555478085541859, -8755177199660545500)
(-9171546708299148282, 7548279186074682681)
(1522739951179266477, -1219931867722757455)
(6546584759795878414, 9010543096989029490)
(-6144590331734948188, 1427166815836487198)
(780079627133219889, -3312370217566297755)
(5988162751842698545, -3540677688811802388)
(7323595409957143299, 1248876819753227378)
(3332426747824943154, 8186017233711005204)
(5336909808186643671, 8041102251478320619)
(4820541544543281582, 457758752396542784)
(-5417226480156219760, 7505573777023578259)
(-8417629488696250529, 268657220878008068)
(8963096907029003919, -6751054890705688995)
(-6632689715242020759, 4401127317199816193)
(-3778957645469118668, -4873848611543596769)
(4798339835352642598, 6204235485324257100)
(8095688869866612724, 6457337199677682760)
(-8431877600264648861, 4563196710100388097)
(-8884151610115943529, 2372729154288317978)
(-3605793599807457516, -1860286060285534684)
(4556431278043758243, 831979297149487728)
(3577304191052756123, -7894455307466482142)
(-1923284808033682756, -1198530673144357662)
(-3178832365927291210, -2865781788427617331)
(-2009329453421881871, 8386562357254191803)
(3955328957671373521, -2789038832904933681)
(-2647666183675232445, 2227321905223709669)
(-4406397092781133180, 3831791088814638574)
(7140330103937334134, 6105407422299032082)
(1562393303658345904, -4933540093668048680)
(3640264596778019636, -2491659570355002307)
(1277825334900634881, -3456869665267300867)
(4229338412735246815, 4177200241375458751)
(5074791472114190056, -2253685480703263037)
(-6732797984257076195, -3708367062011946656)
(6991169475796345991, -925229057215233066)
(2685624227201794332, -7186641568986391583)
(714060899055391337, -8286666552302584821)
(4229290321610180506, 6041109096813889812)
(6332561953924731078, -3138112244773610135)
(-1262420738873682710, -1956012640906506200)
(-5821380910493765812, -8956685844930560997)
(-4137734131218365967, -1041909004761531067)
(8145936561223941485, -750780287848159263)
(-5466541167856539053, 6032959666334613628)
(6352498161130506227, 5544719400647976087)
(1575114270259091140, -815646037461191085)
(-1708830191654876865, -7417460131069944850)
(-9210733075087445856, -6721324475891215907)
(-4473668258691929305, -6781576676501066917)
(-8715930320902745408, 7692155761459488240)
(114566823791476440, 4209883342678082691)
(3631047327907063698, 4079036152629322430)
(-1184156576702303607, -3068624717391176608)
(3803062559640724217, 5538703405224721875)
(8941760485679796758, -7720675450805396717)
(7759044591688629305, 8672897573739317583)
(-2051708667607322767, -5010052319201605912)
(7158102100171848269, -8804888978821059363)
(-2913714677550166764, -7104746899993607920)
(7071734817991219229, -6345087468300632230)
(-7060964714611638986, 5863294843340858261)
(285020176485175256, -4284512015645192719)
(-6084907426416996210, -5504433548044710292)
(-2212296478112461791, 4888104654717288031)
(-4373862033430236801, -8815222752895840655)
(-6420320701102134941, -554801571280883206)
(-4975379885391373982, -4116801439469738329)
(-6094389779120996538, 4414634034563906100)
(-8520416541960809636, -7714818019272391105)
(4117728020675335844, 6331107586804921208)
(2344611035267531248, -451271603023065799)
(-3338641098515886256, 1924068008369110762)
(-8942803970818537792, 7869231999894839529)
(5309993765710674797, 7530109463441605107)
(8068446078471456563, 1260271437598724868)
(5443996787023856637, 151038561374288669)
(9159401931210354377, 7574392876469114552)
(5200168419738659231, -4133075165551931772)
(1065954490960621658, -7248857204135611140)
(7426998279491032364, 2967463055338973557)
(1615060693248772059, -5997084952023864296)
(-7718827622070182653, 3951172154827551684)
(6946973886758541592, 5475793219658993089)
(-6177296615339480465, 7526668888722241226)
(3560237476663508111, -7851810356594856112)
(3902001773955181900, 5056929948686198471)
(331747000617247962, -2363114020859352171)
(4866352087409838246, 3863981842545976385)
(6550351899580246093, -6889175486783185586)
(6590279945381985254, 2842613821907730632)
(-7482696859452742483, 5877886805038024008)
(6685579932962790800, 1462244739697694626)
(-4329068999235181517, 7888947904879507193)
(-7338949966863967254, 5620043463234693746)
(5699613646036528481, 2995654806787484511)
(6318245215609574903, -3308169832358836315)
(-3638361693105635472, 4958594715004972265)
(-4715643484357687264, 2731786592077621367)
(1424962673999370792, -7314824019954556100)
(2430068119095743813, 7302911633136055111)
(-2501536532616312418, -3019291070518666341)
(4261263170272326641, 6153719885677130525)
(-410959869630246492, 6812940393645861733)
(3221651312343268531, 8985673277140616134)
(-1628947428946208326, 3174012756578832195)
(-314643752952705309, 8304642163526870302)
(-5517668872007524118, -40912248533720725)
(6433785475519110047, 6705568081667429530)
(1777298892887242833, 6943846451753655935)
(6114988664030703591, -2515632596182520492)
(-3844475887986303765, 3467769005745089715)
(3890751090401820846, -4043374039886703620)
(5771345718459171734, 5540908327548017358)
(-5361516888379985744, 5350705488021811247)
(-589299424352661824, 2126225023681641465)
(-721422966252011335, 1670208245922812586)
(6650975748494644226, 6628127217758349780)
(-543396800201086046, -1011344164001986966)
(3657571168791052408, 6770186878519317457)
(4231892289397475898, 7317978245842514168)
(6588196076103673265, 1426499548777308535)
(-3374912820762701187, -1303916245453527040)
(7571816366627097619, 1240386527447914727)
(-6564016822898962279, 1396544762032632709)
(8259900900396890846, -1378470377426862397)
(-1840801379089803498, 7753403146562874974)
(-3260662922584859600, 8604298649041274405)
(-8135178589936849506, -637976886704695650)
(1691012227659888863, -2131266144680870224)
(-914479003855901779, -5441845634312628659)
(-5500712735386473842, 6341364162880126530)
(-8262247618330813668, -277022933901214305)
(1768980675137793484, 1592692958793252620)
(-7131925257749149027, 7879091783750344403)
(-5361387258092350305, 4431473783982197639)
(-4782765497332600359, 2626218361473770634)
(4185987245377500189, 2755282559573878081)
(-5557127907330950890, 3258343479279283511)
(-5067539453444978081, -8713339839213024945)
(8069013537134872047, 6824047084587059323)
(-7991471429852756609, 417883944668716726)
(-1428970318601021336, -7508558543866440080)
(3613243688263993273, 6975907719125115135)
(-3403413174915904180, 4113623196553020487)
(5974627186279268725, -233319014447492971)
(5625853254466403074, -6109655549556941)
(4779113324672813579, -603323389737658687)
(8384529254436971492, 7441887010945971943)
(8749513241657313587, -6551631770575001733)
(6202458027655105554, -8664262880108424807)
(-7227414121666698729, 1202445329647178725)
(1558794716195586512, -10191056320005053)
(-2070652302007448851, -6439843508008239279)
(2790656146882773071, 9158819793782268838)
(6448826845024226758, -4538305663776292102)
(-2755568209528769236, -8150707251136986136)
(-404407694624661961, -5611234036968979738)
(8127552211856255836, -7698176835154935655)
(2151209349924856714, 4612594297776621947)
(-8247364722638742672, 8961203952394675192)
(-8210768388291787395, -5096682609652171015)
(-8722810970433958213, -4081089943865868010)
(2343491477876339899, 849710021098254887)
(-4752053930256746785, -2435807216323008237)
(-4159864657185692985, -4781884074530954066)
(-3503158291543302978, 2206232631338165553)
(3363021757441112139, 6752863201635895392)
(1680759378517373692, -7019593956965586255)
(-1942472168712535647, 2142500672705723712)
(-8304230686759030953, 8174610034353782124)
(8824098762365102241, 1070644818298469086)
(-8274199783301302662, -3041144694824554902)
(-287405786650957471, 8838330735544695064)
(7704547725860884079, 8922835616309707108)
(-3170936974786762444, -3095662596847953011)
(3312036191672159421, 6158926837485608434)
(-9120649673940842222, 1284894759002392275)
(-4760355011899703586, -2749497935922601230)
(834426048307703610, 8522895505925216802)
(-3364546130227817507, 3220484237835984028)
(-9056785565262386613, -7076961012576879811)
(8273654813263317127, -7255642614271504097)
(3293779667888783549, -2181567120631289417)
(2977442539301558702, 5786359886078420822)
(8088827472728782061, -9065328966613088130)
(-3982489178788296838, 3881965661356238054)
(-5848438299779201643, 3711235896790334277)
(9023754579012455582, -3743982453539401534)
(3923571217012789241, -2781244793179987683)
(27753495566453435, 9109569198902622340)
(8827440953903956148, 5411647348126744453)
(-8221687890806150864, -9050223644156831323)
(1360220583709993687, 2861584055199643533)
(-6006322152242047919, 6556825923897581806)
(5155487919243848653, -4486983608232925103)
(7891486818825461736, 7961700312880424951)
(-8644501266239460517, 3011140353492022213)
(5137125259119900086, 8286493010789626129)
(8123564527160621879, -8954665286614420021)
(-3464587551060907977, -963178076657401)
(961324689975455227, 4283218001107292855)
(-2965857078023671836, -3206190568609347786)
(-183455116220599767, 8674289146718911459)
(8535913940751863380, -787390489133296608)
(6025941199081337935, -4939418730041657730)
(-1280948111760904085, -2768944989958895573)
(-4645138519527612233, -7683362141972941181)
(-6961308410208617219, -7714421620249059940)
(-5575918603034208143, 7942545087663501854)
(-7723002009819241657, 8642350074739923770)
(-42599650373185190, 2408604358773865178)
(-4148427348538443162, -6229286734728216595)
(-2063566833283539629, 3230386156596446789)
(3863987613264775951, 5798887465406070959)
(-1958984533758201168, 708597959125369859)
(6971913252107098640, -5309685423881315284)
(-148259096297513736, -6974679093412984907)
(-5988702710457817059, 4529543674891564767)
(7936323606899488858, 2939182436381650745)
(8108336347436775858, -5124801433897121054)
(1926883952836307123, 2873971816082560698)
(1231047269647811590, 2073026103608437909)
(-3966166815793874091, -748342052514369295)
(-6720854419491208390, -5597756606651520683)
(-9191157851643133160, 5972571204957433248)
(-1804494700850252475, 1150769821148680628)
(879399333338040108, 5261623962846932895)
(-6558084136543754797, 7650501382610851011)
(-6993213944619242639, 1942826078969070896)
(-5946899452252792818, -8100181973259015750)
(2799860402207692762, 2431121542211377186)
(861111499430681060, 4265687251341716054)
(-7002504042989030609, 3031565573298580097)
(3895362172861093750, 6973237018689089134)
(5634013450956993396, 4495218663393031052)
(9017780712970518513, 2547946834032563070)
(5130217024834374013, 5053877096107945650)
(1045406728304745797, -3202491602266506085)
(3197632680378085431, 5191071288043994950)
(-4576852968468441232, -5467345673453410431)
(3803541729328856120, 5784924315066557545)
(3592098300728547448, 8804760738747329192)
(-799605405663680732, -5511123114413309512)
(-5086879231660438781, 5359704950150841792)
(7073210415130526589, 1968401458200051060)
(-6285111523575367024, 4466103943639848091)
(-6055492011921837774, 8755652335314072095)
(1159082643761924051, 8676136195021026470)
(5484736266192242105, -5124621445006929192)
(-6351025469340829511, -8077085290036513278)
(9019855558158819062, -7684114940335060886)
(-344119446770384632, -2854594309208647889)
(8894979657245658257, -1157510147615116738)
(-7986670941880388435, -763197780794184676)
(-5222803243477903813, 3543901853203898981)
(-6739344589488747323, 6901148196557660770)
(3614307315132815294, -7409417379214634040)
(-5351377338300768553, -1394558587605330365)
(8235600301612473854, -646118616106478917)
(-694267651180148196, 7660571926338413798)
(1709451143271549819, 3967650346357674451)
(-6182191993617570283, 7669496575969509223)
(6829255363294927061, -6807818332926556560)
(7141134969150395707, 5613882865029442741)
(5951841036858254920, -6533246308402821622)
(-4567768010675007733, 4022719321484552520)
(-7356929312027388923, -3020500680946221784)
(6152865590249135074, -4972388188518337445)
(-8380541275496375517, 4100628087303950985)
(5573829749524514031, 2677294018551417288)
(-2544660969495831947, 7934785335902176885)
(-8984213517084671170, -1910369495878042519)
(-3457314170170004835, 8108457116498390919)
(-2336260951219561547, -8378507688666034353)
(5011891116226764624, 2064522119885880899)
(2061282066636005327, 515862638352639617)
(-3955349382484387924, -6961298891068823166)
(802299032538760568, 3141048203447631886)
(1496058980537915757, -717625957952681215)
(-6762936931088697468, -5384317643570641973)
(4254180822376454500, 5813415935997046496)
(-2902350340576605137, 2210959975218122878)
(6236544737890597022, -3502971561931182378)
(8892530051999204791, -8322788041001473364)
(1372183456351393423, -2032847682643596548)
(-1380069417970880545, 2995264637020000320)
(-6896813451471164705, 8450414393522243254)
(-3573822512675236148, 7286346380567213097)
(3582782179897063375, 4151395286338208371)
(-6731312864100291476, -5314529104264649161)
(-1925945589812013722, -7723332718096223205)
(3445945660085441250, -314334845795523369)
(-5701028988346722740, -3384541869403020008)
(-6984349930576880270, -1188177656038721579)
(-3910258607894378775, 6520495874574166989)
(7209947808684351678, -2372090415257656977)
(-9119171733272340348, -2161544122841082995)
(739133031344082655, -684754542334341341)
(8379914699419208148, 3678404803456539598)
(195513147429495347, 4342147363935996235)
(-6263548181901300482, 5803055071724964799)
(2488976887784506326, -4100230427115383650)
(-8728202671024759877, 2759938328313076470)
(-7190218464244170175, -8084819556994514268)
(-8769271595074223868, -472576615886317835)
(-6851573355514410925, 539110588741108391)
(-6478244413082874480, -2337402545190756797)
(2629516738107872195, 8234644454332802405)
(3473357118259179171, -6138356888754731880)
(-4433575296129249511, -6520832705076353365)
(3918699450821152038, -2671646046316108494)
(8860909873293353528, 1105121223301482273)
(4044651778259346908, -1157155667853448309)
(-3282725981293742447, 5825208705168196837)
(-5584147893765682349, 6174467666741593076)
(7957495080797794710, 6396183925848897637)
(-3195693632648610198, 5146887136685837004)
(2332515615117145314, -8053991131889435044)
(9003135571862894216, 2220303400107230132)
(-114226807862769166, -5795508478269333090)
(-3891407325783812001, -1160468873131996266)
(5695723091659189153, -1466227669708742405)
(-7269315965817718609, 4816286631006943809)
(3665580124737855549, 6021738811203329998)
(-6963817524227445571, 4375008756961104614)
(-3962235865165038599, 5275224030467955864)
(1948516790123232832, 2139193398275816461)
(1720538572492158192, 7744663545338285668)
(1912596044786820317, -3360325895269866222)
(-807632563024491710, -5757485818688333617)
(-5693569917238944506, -2853209142225385444)
(-2345569920761026632, -3215579173067490875)
(1962244559837395127, -6557442891826261228)
(4111752036530124947, 3306903790862206068)
(6185037389630247931, -5702724478400068694)
(3617542879556921150, 6657126003466124373)
(-8097343429186192563, 8340616614572201355)
(-6117543758245214498, 7999801666991683715)
(-4315017157745545554, -7307763153169841461)
(-5299264650094208381, 5102165004737813743)
(7206721396256051916, 3525991955514827649)
(-8488869875926654470, 828124250075087298)
(-2797728350415778413, -2772711429081913769)
(-2948243728082177764, 7730391306017757419)
(5881252033221567796, 149577060041880162)
(689263475198619269, 3386594009483090324)
(-595094692306761935, 3476165879007485727)
(-5315451246515818215, -7234162919129416135)
(-4362001740251529696, -9139095870660488205)
(-6138637792989733845, 5031702046584650933)
(-678637948864793853, 5624305090224663494)
(-6826539828311065620, 270313766913596875)
(7278061899978681093, -6797550182420793427)
(6461681429183444023, 7547412114104236355)
(5581213516843632581, -6162069225270965418)
(-7287180989215976444, -6945146236010854343)
(4914783423943755261, -1063397156177759498)
(3647554124121942639, 818234041964278778)
(-5554337975266805250, -3200299372730512954)
(-1288564757771906269, -6772200182220390577)
(1424824049997390710, -7341200033970239810)
(-2006830551197970873, 7325043649086423992)
(2700241404120375085, 2770698982622045116)
(-2859855116909695687, -106772336866386855)
(5329832753047042095, -5648468020883094438)
(-7804747363924283601, 1391115522724584473)
(-8895624487212432754, 3613742618624605027)
(2375890424153308491, -5726211601520045979)
(5341655926717792664, 2981355077262968886)
(-7169116376614785420, -1602308454969971866)
(-170973133599232464, -1419667315062429767)
(-5019255037701948128, -5346573605750425403)
(3701363059531112310, 1848867532715876110)
(2168056791893927992, 9066832913040320023)
(-3878414857235992044, 8894727175859436172)
(1213547324081337478, 6956725818392317051)
(-1240593467684044123, -8668667411787223257)
(7546089899346182585, 9166720701370617433)
(9074966026929353375, 336235269655273697)
(2226108559352326387, -2255085247880201312)
(-4966636673238698284, 5701292957517505763)
(-7335469887094253252, -4960707207236995831)
(-5244501889024151829, -2746014878899453457)
(-8764981354272253031, -27183964170588580)
(7199642891906761056, -3694443468799673878)
(719589130500221902, -1051953121087368439)
(-2266178582435441692, -8695349826100648962)
(3773599423274542345, 3810660764662039177)
(-6593529666975841157, -5563189852994305362)
(-6479730220410665266, 6270908983550210445)
(7502855226250308262, -8617618459260653219)
(4848570377618710775, 6750940357330030061)
(-2929963629702145830, 2986837546267698834)
(-4770497009204816274, 4570032229881272343)
(8372756891366509855, 7293187089932003055)
(-6385774040474959243, -735991513548801127)
(2070918136036021347, -8785752888679182691)
(8666632802483633706, -3124995655998865348)
(-464577551183556149, -2727144056327379629)
(6496047378553098108, 6069434619830959227)
(4133298869280129271, 6628485296606056122)
(-7406083521700949464, -426486269365226153)
(4655376003189825412, 1053285560208456832)
(8955272830083077119, 6041181662300931611)
(8972771072673580823, 1563098115097074730)
(-3504236634195105638, 7764336203846653501)
(-7683295837208884487, 5644659320327787063)
(4850451059665462800, 8413361867783008732)
(6021332343257301864, -6970025656238936504)
(-2920397397959557341, 4333910344841527563)
(-7589942997622910138, -8156466025528714920)
(-420840282656667478, 7200676453785978701)
(3991693139731576703, 7592280443427360851)
(-1624916895847535344, 1343895827042786193)
(-1384443292931165774, -3596548858249302475)
(-7462943201059078422, 906269014159893558)
(-4986382187509644537, -1247202982237216687)
(-2777550394746441432, -1220532021259409815)
(2531303375249876471, 1575435341603501551)
(-3018814466085812269, -6393590539891768568)
(2105751087597060770, -3392734378857042579)
(-5941771646706429895, -6781032507953703920)
(8611347503156135503, 8666413792311081553)
(3757525975774516771, 145121651239687695)
(8764149163425833995, -6793136853967469013)
(-4358046876249404341, -8142791057847579239)
(-3814937985554518119, -3265253740820211510)
(25680094675444833, 7809962721232032390)
(1616436131087457400, 8333319977865904617)
(2360953430237263354, 4949623089120545509)
(-3606830443411097430, 2915494908690390396)
(-6417131703079718590, 4482811580460185645)
(7060657283064895617, -6710903030261393492)
(2664237639813468605, 451011078636902718)
(7995851358593506358, -909678108639612555)
(646919712498234935, 1183663353651852059)
(-4454209929957774031, -7254962580516107899)
(2184445571404672758, -638891577126638523)
(-59875030283353504, -6264684841562962596)
(370239646145047120, 7813412658586637212)
(-3157859715497938117, -3915675165161500215)
(-8415640317474824333, 2607024834885488075)
(8167770113834872751, -1790144699277961161)
(-8658252037343336965, 2475862911216567194)
(4660950779407085131, 3315428571205260884)
(2743998925666988650, -4201707917464349663)
(-2349750843756786533, 4220332852253681334)
(-2695788755134083874, -6485537098710943424)
(7924962247465998933, -552100099121888151)
(-475213797662975249, -4046807968805270651)
(4605062227628303385, -326095688340106494)
(-934869320921868736, -7654295126155172044)
(3380579773435182362, -6482473366049628587)
(-6847854664794102673, 5142812131447857727)
(2000297173947781753, -4268639873258208242)
(-406702954198370745, -3583460672337893083)
(4106802159679471808, -1230946958458623900)
(7532689141525423617, 447104844233776194)
(-2868569649665298354, -740166598838187832)
(7257486294666068219, 3943533805186496084)
(-708550220807144770, -1166821941618798355)
(3035904063821833943, -4086900990817184847)
(-6017379036003007065, -1926048140245907538)
(-5379058495759317799, -4259780959715216185)
(-4537184003900570606, 5068300353958109752)
(-4099856522252541407, -1246156440808254658)
(-6590429958207268783, -2168317452310752489)
(9165391778259132459, -5801617876158580612)
(1326299489629783560, -2745475189258555195)
(1429823990785815906, -7366310053652925012)
(-4877122700275211343, 4391293038267387798)
(-9120713612856957054, -7055869024243626949)
(-6278296863342268423, -8511999880015595945)
(7117275017968773629, -1829653429204997400)
(664891402930512139, -6377585844844532789)
(-1116347302516507845, 2036862533910671855)
(7946947271622235237, 2119547708917243085)
(6093507623768716468, 4242332765473427818)
(-7346412007255628460, -7773414386311838535)
(-6324942732841397343, 8255860097853089025)
(4306726131147500163, -8405456936047161855)
(-6882795310533508332, -213594700551677802)
(-7630303659557997032, -3585600643317743367)
(-6574908147962814251, 4672269356622523455)
(8666297759793555783, -3196788075047252099)
(-5708961990297829173, -3589780565456603979)
(5511634583851396214, 912321476392310812)
(-7669264511946054487, 8085686322742011139)
(-4532500673364612066, 1896352601155202798)
(2058979575785700181, -2004213887138020407)
(1331067251337110892, 4113103885248974552)
(-7519299163752250243, 5007341360322577885)
(3738882596799266168, 2131022342503569079)
(346925028697971770, -2823167778026100877)
(-2061527770764756016, 2668275511458186570)
(1893583821882472001, 8517500417591810613)
(-3104365739090618953, -8746285704991288757)
(9066657477856355022, 2501189583640491706)
(7319698441095326198, 9110217219893644806)
(-3397842827294554906, -9057463020628653585)
(2634401974201866937, -7232098325231203701)
(4923954525109560394, 2552642212956433667)
(-7131648655962733893, 1174194322635918973)
(-343594828596123370, -7740581312433962202)
(-6434878463589855317, -4311013869823642746)
(-7925269258364399434, 3107797059787348924)
(-2800195252394830350, -2704669177575939565)
(2348748918947264454, 2102146571203295163)
(-6921213162440770670, 7482180244625506049)
(-994404960894217490, 5149379658282252342)
(3422981386617973237, -1431830303480689002)
(-8166466932682799258, 5460837648451213420)
(5888736756249998865, -8637527490339424630)
(-2333303754458981469, -1401383810067427393)
(665110277705452734, 7832139914093021422)
(6541339498641473184, 8371046359144496702)
(6336290095518153552, 3408573752886191737)
(4239371467920501816, -4370113704156168910)
(6390810291537723442, -1824140801306623392)
(4634653317961879184, -2753319931193029967)
(-8036048229198005690, 763603980571718052)
(-8288281573108323280, -7081414085830046647)
(-8570810097645363711, -3677995658537318229)
(4319475383661665957, -2761106801762802385)
(-4484753165783305979, 5043821561189532951)
(6214883406328284210, 3806927357297820165)
(5461848937328120758, -2842032183817946217)
(-6738562907347999303, 1658614449361673456)
(6186701322101458012, 5634118910470227719)
(5914770707080061382, 4732023476967887298)
(8823743839107267885, -1989538515604970459)
(3163302130410749538, 5331349789567217120)
(9007580804348667199, 5472633928723662521)
(8681489213319283184, 8011887700292178341)
(3130503676473275188, -6467767648899324441)
(-343776413644348338, -3395335046618875638)
(1665479447391876822, 8365213372109115747)
(-7479812398061430600, -6912452067488491172)
(-7148284076537618992, -5085831763595585300)
(-591163110344116778, -1450676736657864250)
(-1693788271162715774, 9009469919919755659)
(7027849144412649431, 748276274734287860)
(2011908090340117914, 6276076142301403721)
(-688437410654773047, 2834934874646561572)
(2950030445423709657, -4618165689725297556)
(-576996489812383516, -1322719369240902638)
(-7600623632217101484, -760287216007299908)
(-4349238502991937533, 574770227026225651)
(-479037892914141532, 2765978588313105829)
(-8043472405422843163, 3338636856815600999)
(-7046638280612950554, 7445438139144795222)
(-1688307451661349951, -9194370359308937296)
(4772392938139046999, 7158947902897874958)
(-8999294936675978339, 3137550662836635011)
(2834880135593128940, -4598791231712705414)
